Frm,Track,xc,yc,w,h,Velocity(kmph),,
2929,235,2991,901,88,39,49.04090146,,
2929,12,3472,1876,177,96,1.617781331,,
2929,244,2694,555,37,34,5.841901602,,
2929,6,2445,439,85,53,1.165926939,,
2929,205,1094,152,28,27,0.463478579,,
2929,103,2699,772,67,85,4.17058945,,
2929,246,2359,1594,266,117,56.85551707,,
2929,242,2269,1773,99,40,33.54162784,,
2929,241,1481,1711,103,41,50.90447974,,
2929,229,114,1490,189,89,48.52574059,,
2929,188,3610,606,115,42,1.2815069,,
2929,4,2357,379,82,48,1.827406647,,
2929,8,2499,625,73,65,-0.119416959,,
2929,10,2665,642,92,55,-0.090007666,,
2929,250,657,984,141,53,13.60733302,,
2929,7,2799,627,75,58,4.009612115,,
2929,9,2405,500,70,60,1.631208357,,
2929,5,2461,387,86,49,-0.151230058,,
2929,183,1125,129,31,40,-0.056583084,,
2929,194,3080,1493,25,27,7.738889121,,
2929,238,1874,1122,231,98,53.69925151,,
2929,230,2378,981,204,102,35.13042059,,
2929,232,3184,946,93,40,41.94436611,,
2929,243,1534,1550,230,104,60.90333086,,
2929,220,2423,1336,76,65,4.814248611,,
2929,240,1286,1023,206,94,34.12680372,,
2930,234,2691,1119,198,97,50.53848036,,
2930,235,3008,900,88,39,49.1524564,,
2930,12,3472,1876,176,96,1.348586817,,
2930,244,2696,554,35,33,6.00939331,,
2930,6,2445,439,85,53,1.004219823,,
2930,205,1094,152,28,27,0.357673431,,
2930,103,2700,773,66,85,4.206540966,,
2930,246,2339,1595,265,118,57.17957894,,
2930,242,2257,1775,99,38,33.87834057,,
2930,241,1464,1711,103,43,50.71603906,,
2930,229,98,1490,189,88,48.30839925,,
2930,188,3610,606,115,43,1.085622186,,
2930,4,2357,378,82,48,2.009867351,,
2930,8,2499,625,73,65,-0.124924297,,
2930,10,2665,642,92,54,-0.127594159,,
2930,250,664,982,141,51,14.78355249,,
2930,7,2798,628,73,56,3.965427778,,
2930,9,2406,500,71,60,1.855776965,,
2930,5,2461,387,86,49,-0.152803402,,
2930,183,1125,129,32,40,-0.081304831,,
2930,194,3081,1494,25,26,7.207710772,,
2930,238,1893,1121,232,97,54.18279905,,
2930,230,2390,981,205,102,35.08372147,,
2930,232,3198,946,92,40,41.73994258,,
2930,243,1513,1549,229,104,60.9523398,,
2930,220,2424,1337,75,65,4.550626836,,
2930,240,1297,1023,208,93,33.89333174,,
2931,234,2708,1120,197,98,50.54662287,,
2931,235,3024,899,89,40,48.77416853,,
2931,12,3473,1876,176,95,1.582785436,,
2931,244,2697,554,34,32,5.564686699,,
2931,6,2445,439,85,54,0.854304248,,
2931,205,1095,152,28,27,0.742997103,,
2931,103,2701,774,65,86,4.23529316,,
2931,246,2320,1595,265,119,56.97629625,,
2931,242,2246,1775,98,38,33.62433478,,
2931,241,1447,1712,103,43,50.55498153,,
2931,229,86,1489,180,90,46.20559353,,
2931,188,3611,607,116,43,1.583359267,,
2931,4,2356,378,84,49,2.175629606,,
2931,8,2499,625,73,65,-0.127684669,,
2931,10,2665,642,92,54,-0.157118886,,
2931,250,667,983,137,48,13.88642757,,
2931,7,2799,626,78,58,4.324445316,,
2931,9,2406,500,70,61,1.579992737,,
2931,5,2461,387,85,48,-0.151865814,,
2931,183,1126,129,32,40,0.378238165,,
2931,194,3080,1495,31,27,6.718363451,,
2931,238,1912,1120,232,97,54.60503868,,
2931,230,2402,980,206,103,35.06269515,,
2931,232,3212,947,95,40,41.57204657,,
2931,243,1493,1549,230,105,60.5070795,,
2931,220,2425,1339,76,66,4.7176683,,
2931,240,1309,1022,208,94,34.16986261,,
2932,234,2725,1120,198,97,50.52542669,,
2932,235,3040,898,89,40,48.42743895,,
2932,12,3472,1876,175,95,1.798072083,,
2932,244,2700,554,33,33,6.11202672,,
2932,6,2445,439,85,53,0.716450712,,
2932,205,1095,152,29,26,0.617933048,,
2932,103,2701,775,64,86,4.059197528,,
2932,246,2300,1595,265,119,57.26135413,,
2932,242,2234,1776,99,39,33.88767343,,
2932,241,1429,1712,101,43,50.87128807,,
2932,229,77,1487,166,92,42.93275977,,
2932,188,3611,606,115,43,1.838210768,,
2932,4,2356,378,83,48,1.845995431,,
2932,8,2499,625,73,65,-0.128109131,,
2932,10,2665,642,92,54,-0.179472443,,
2932,250,671,983,138,51,13.46965279,,
2932,7,2800,625,79,59,4.263011372,,
2932,9,2406,500,71,61,1.326273736,,
2932,5,2461,387,85,48,-0.148844039,,
2932,183,1126,129,31,40,0.320564233,,
2932,194,3082,1497,29,26,6.948590089,,
2932,238,1930,1120,232,98,54.47823165,,
2932,230,2414,981,205,102,35.04529151,,
2932,232,3227,947,92,39,41.88350708,,
2932,243,1472,1548,231,105,60.59224143,,
2932,220,2427,1340,74,67,4.883702134,,
2932,240,1320,1022,207,94,33.91531747,,
2933,234,2743,1120,198,97,50.97184436,,
2933,235,3056,898,88,42,48.09723418,,
2933,12,3472,1875,175,94,1.994383707,,
2933,244,2702,553,31,33,6.242139306,,
2933,6,2445,439,85,54,0.590707446,,
2933,205,1095,152,29,27,0.504328087,,
2933,103,2702,775,64,87,3.895162992,,
2933,246,2280,1594,264,118,57.52614028,,
2933,242,2223,1776,98,40,33.62626478,,
2933,241,1412,1712,103,42,50.67953753,,
2933,229,70,1486,151,93,38.93203749,,
2933,188,3611,606,115,43,1.587988293,,
2933,4,2355,378,81,48,2.022362366,,
2933,8,2499,625,73,65,-0.126575569,,
2933,10,2665,642,92,55,-0.195504663,,
2933,250,674,983,129,48,12.61529838,,
2933,7,2800,625,80,59,3.532151397,,
2933,9,2406,500,70,61,1.094730918,,
2933,5,2461,387,85,48,-0.144125363,,
2933,183,1126,129,31,39,0.267649989,,
2933,194,3079,1498,36,27,7.319881679,,
2933,238,1950,1120,232,98,55.30007727,,
2933,230,2426,980,206,102,35.03117129,,
2933,232,3242,947,92,40,42.17038718,,
2933,243,1451,1548,231,106,60.66149715,,
2933,220,2428,1341,75,67,4.652777871,,
2933,240,1332,1021,206,95,34.17391664,,
2934,234,2761,1120,198,97,51.36632679,,
2934,235,3073,897,89,41,48.2923945,,
2934,12,3473,1876,175,95,2.370355955,,
2934,244,2704,552,30,34,6.354847834,,
2934,6,2445,439,85,54,0.476936254,,
2934,205,1095,152,28,27,0.401972204,,
2934,103,2702,776,63,86,3.743623822,,
2934,246,2260,1594,263,118,57.74722318,,
2934,242,2211,1777,98,38,33.88338954,,
2934,241,1394,1712,102,41,50.98117722,,
2934,229,61,1488,133,91,36.34810371,,
2934,188,3610,606,115,42,1.834510405,,
2934,4,2355,378,80,48,1.703847951,,
2934,8,2499,625,74,65,-0.123428586,,
2934,10,2665,642,92,55,-0.206018795,,
2934,250,685,983,140,51,15.67905273,,
2934,7,2801,625,80,59,3.348421992,,
2934,9,2406,500,70,61,0.885130133,,
2934,5,2461,387,85,49,-0.138058391,,
2934,183,1126,129,31,40,0.219492609,,
2934,194,3079,1499,40,28,6.622252449,,
2934,238,1969,1119,232,99,55.56391166,,
2934,230,2438,980,205,100,35.00007882,,
2934,232,3254,947,92,41,40.9954982,,
2934,243,1430,1547,230,105,60.73821672,,
2934,220,2429,1342,75,67,4.451965114,,
2934,240,1343,1021,206,94,33.90432893,,
2935,234,2779,1120,197,97,51.71160045,,
2935,235,3089,896,88,41,47.9966396,,
2935,12,3473,1876,175,96,2.032866438,,
2935,244,2705,552,31,35,5.859275538,,
2935,6,2445,439,85,54,0.374845208,,
2935,205,1095,152,28,26,0.310524114,,
2935,103,2704,776,62,86,4.083759567,,
2935,246,2241,1594,262,118,57.46042505,,
2935,242,2199,1777,99,37,34.09585288,,
2935,241,1376,1713,104,41,51.26784832,,
2935,229,53,1489,115,90,33.49482424,,
2935,188,3610,606,115,42,1.577382857,,
2935,4,2355,378,80,47,1.412600262,,
2935,8,2499,625,73,65,-0.118979894,,
2935,10,2665,642,92,55,-0.211767324,,
2935,250,690,982,145,51,15.65153162,,
2935,7,2801,625,80,58,2.709484433,,
2935,9,2406,500,70,61,0.696952331,,
2935,5,2461,387,85,48,-0.130954275,,
2935,183,1126,129,31,40,0.176019622,,
2935,194,3082,1501,34,28,7.232735069,,
2935,238,1987,1119,231,98,55.2906163,,
2935,230,2451,979,206,102,35.47079842,,
2935,232,3271,947,91,40,42.31975983,,
2935,243,1409,1546,230,105,60.8096652,,
2935,220,2430,1343,74,66,4.279271806,,
2935,240,1356,1021,206,94,34.60959827,,
2936,234,2797,1120,197,98,52.01066872,,
2936,235,3105,895,88,42,47.73033048,,
2936,12,3473,1876,175,96,1.720914667,,
2936,244,2706,552,33,33,5.401770965,,
2936,6,2445,439,85,54,0.284018233,,
2936,205,1095,152,28,25,0.229537889,,
2936,103,2704,777,62,86,3.914629906,,
2936,246,2221,1595,262,118,57.68053344,,
2936,242,2187,1778,99,37,34.30592986,,
2936,241,1360,1713,103,41,50.55438637,,
2936,229,45,1489,98,89,30.93338434,,
2936,188,3611,607,116,43,2.016700411,,
2936,4,2354,378,79,47,1.627428868,,
2936,8,2499,625,73,64,-0.113509131,,
2936,10,2665,642,92,54,-0.21344923,,
2936,250,688,982,133,52,14.13125968,,
2936,7,2794,632,66,46,6.877551888,,
2936,9,2406,500,70,62,0.529448064,,
2936,5,2462,387,85,48,0.355912582,,
2936,183,1126,129,31,40,0.137101429,,
2936,194,3085,1503,33,28,7.791009246,,
2936,238,2006,1118,233,96,55.51168559,,
2936,230,2462,978,206,102,34.946382,,
2936,232,3287,947,93,41,43.05331634,,
2936,243,1389,1546,230,105,60.38525714,,
2936,220,2431,1344,75,67,4.132619031,,
2936,240,1367,1020,206,94,34.3106002,,
2937,234,2814,1120,197,97,51.78772124,,
2937,235,3122,895,90,42,47.95659661,,
2937,12,3473,1876,174,96,1.43489884,,
2937,244,2706,552,36,32,4.503816196,,
2937,6,2445,439,85,54,0.203941654,,
2937,205,1095,152,27,25,0.158486734,,
2937,103,2705,778,61,87,3.956955238,,
2937,246,2201,1594,262,118,57.87397782,,
2937,242,2176,1779,98,37,34.01558169,,
2937,241,1343,1714,101,42,50.39310017,,
2937,229,37,1490,79,91,28.71051443,,
2937,188,3611,607,116,43,1.737351587,,
2937,4,2353,378,77,46,1.825872914,,
2937,8,2499,625,73,64,-0.107265011,,
2937,10,2665,642,91,54,-0.211708484,,
2937,250,696,983,134,52,15.64443904,,
2937,7,2792,634,62,43,7.296756294,,
2937,9,2405,501,69,62,1.059095937,,
2937,5,2462,387,85,47,0.321398135,,
2937,183,1126,129,31,40,0.102562612,,
2937,194,3087,1505,29,28,7.925189082,,
2937,238,2026,1118,233,97,56.1614294,,
2937,230,2475,977,206,103,35.42198584,,
2937,232,3301,947,97,41,42.76056576,,
2937,243,1368,1546,230,106,60.47823937,,
2937,220,2432,1345,76,67,4.009885934,,
2937,240,1379,1020,206,95,34.48652621,,
2938,234,2832,1121,198,97,52.06025599,,
2938,235,3138,894,90,42,47.70459602,,
2938,12,3473,1876,174,96,1.174769398,,
2938,244,2707,552,39,32,4.166149396,,
2938,6,2445,439,85,53,0.134027819,,
2938,205,1095,152,28,25,0.09678405,,
2938,103,2705,779,61,87,3.796303095,,
2938,246,2181,1594,262,117,58.03032436,,
2938,242,2164,1780,98,37,34.22300729,,
2938,241,1325,1714,100,42,50.71160165,,
2938,188,3611,607,116,43,1.478334854,,
2938,4,2353,378,77,46,1.528701095,,
2938,8,2499,625,73,64,-0.100466746,,
2938,10,2665,642,92,54,-0.2071336,,
2938,7,2794,631,65,48,8.03314484,,
2938,9,2406,501,70,62,1.348337669,,
2938,5,2462,387,85,47,0.287822485,,
2938,183,1126,129,31,40,0.072192051,,
2938,194,3081,1506,41,29,9.600749388,,
2938,238,2046,1117,232,99,56.74714051,,
2938,230,2487,977,205,102,35.3596428,,
2938,232,3317,947,97,41,43.44474136,,
2938,243,1347,1545,230,106,60.57748468,,
2938,220,2433,1345,75,66,3.710539231,,
2938,240,1390,1020,206,93,34.16139157,,
2939,234,2850,1121,198,97,52.28130474,,
2939,235,3153,893,87,41,47.00114419,,
2939,12,3472,1876,175,96,1.419104251,,
2939,244,2708,551,42,32,4.063946505,,
2939,6,2445,439,85,53,0.073635926,,
2939,205,1095,152,28,25,0.043801918,,
2939,103,2705,780,61,87,3.649047193,,
2939,246,2161,1594,262,117,58.16426439,,
2939,242,2154,1779,97,37,33.4548276,,
2939,241,1308,1715,100,43,50.53811482,,
2939,188,3611,606,115,43,1.719125132,,
2939,4,2353,378,80,46,1.257867708,,
2939,8,2499,625,73,64,-0.093305668,,
2939,10,2665,642,92,54,-0.200258086,,
2939,7,2795,630,68,51,7.635169569,,
2939,9,2406,501,70,61,1.134070233,,
2939,5,2461,387,85,48,0.734526986,,
2939,183,1126,129,31,40,0.045751909,,
2939,194,3083,1508,38,29,9.561565689,,
2939,256,3795,1679,88,46,0,,
2939,238,2065,1117,232,100,56.76885293,,
2939,230,2499,976,206,103,35.32147838,,
2939,232,3332,947,95,41,43.58396219,,
2939,243,1326,1544,231,106,60.67012358,,
2939,220,2433,1347,75,66,3.927662175,,
2939,240,1403,1020,206,93,34.81645984,,
2940,234,2868,1121,198,97,52.46818004,,
2940,235,3170,892,87,40,47.32214392,,
2940,12,3473,1876,175,97,1.645272742,,
2940,244,2711,553,46,30,5.029018305,,
2940,6,2445,439,85,53,0.022090207,,
2940,205,1095,152,27,24,-0.001112854,,
2940,103,2704,780,61,87,3.515154934,,
2940,246,2141,1594,262,117,58.2775085,,
2940,242,2142,1780,97,37,33.70536763,,
2940,241,1291,1714,102,42,50.37935991,,
2940,188,3610,606,115,42,1.9379099,,
2940,4,2352,378,77,46,1.492034092,,
2940,8,2499,625,73,64,-0.08594699,,
2940,10,2665,642,92,54,-0.191561621,,
2940,7,2795,630,67,51,6.57341005,,
2940,9,2406,500,71,61,1.417324913,,
2940,5,2461,387,86,49,0.660874465,,
2940,183,1126,129,31,39,0.022985529,,
2940,194,3083,1509,40,30,8.633505813,,
2940,256,3789,1678,98,47,17.6732452,,
2940,238,2084,1117,232,99,56.76596143,,
2940,230,2511,976,205,101,35.26601692,,
2940,232,3346,947,95,40,43.22286347,,
2940,243,1305,1544,231,106,60.74447874,,
2940,220,2434,1348,76,68,3.856458687,,
2940,240,1415,1018,206,92,35.00902689,,
2941,234,2886,1121,198,96,52.62374738,,
2941,235,3186,891,87,39,47.14583469,,
2941,12,3473,1876,176,97,1.37392795,,
2941,244,2712,550,47,33,5.703721602,,
2941,6,2445,439,85,53,-0.021304358,,
2941,205,1095,152,28,24,-0.038624945,,
2941,103,2704,780,61,86,2.91540125,,
2941,246,2121,1593,260,117,58.3837586,,
2941,242,2131,1780,98,37,33.43595213,,
2941,241,1273,1715,102,43,50.71347425,,
2941,188,3610,606,115,42,1.656082422,,
2941,4,2352,377,78,46,1.708631404,,
2941,8,2499,625,73,64,-0.078531667,,
2941,10,2665,642,91,54,-0.181471842,,
2941,7,2799,627,75,55,7.984375722,,
2941,9,2406,500,70,61,1.197038188,,
2941,5,2462,387,86,48,1.068594305,,
2941,183,1127,129,31,40,0.482625179,,
2941,194,3086,1511,36,30,9.021808155,,
2941,256,3783,1680,109,48,18.50004456,,
2941,238,2104,1116,231,99,57.23352318,,
2941,230,2523,975,206,102,35.23498237,,
2941,232,3362,947,96,41,43.84311696,,
2941,243,1285,1543,231,106,60.34580443,,
2941,220,2435,1348,76,68,3.602428886,,
2941,240,1427,1018,208,91,35.09691582,,
2942,234,2904,1122,198,96,52.76415777,,
2942,235,3202,890,87,40,46.99186843,,
2942,12,3473,1876,174,98,1.126955535,,
2942,244,2712,549,46,34,5.283428559,,
2942,6,2445,439,85,53,-0.057248636,,
2942,205,1095,152,27,24,-0.069398837,,
2942,103,2704,780,60,86,2.371307092,,
2942,246,2101,1593,260,117,58.45973632,,
2942,242,2119,1780,98,37,33.66926798,,
2942,241,1256,1715,102,43,50.52682532,,
2942,188,3610,606,115,42,1.396192491,,
2942,4,2352,377,78,46,1.428355569,,
2942,8,2499,625,73,63,-0.071178311,,
2942,10,2665,642,91,54,-0.170366595,,
2942,7,2800,625,78,57,7.936353632,,
2942,9,2406,501,70,61,1.474335362,,
2942,5,2462,387,86,48,0.957444318,,
2942,183,1127,129,31,40,0.42349343,,
2942,194,3083,1512,41,32,9.155741946,,
2942,256,3772,1681,113,49,30.0072465,,
2942,238,2124,1117,233,98,57.64031556,,
2942,230,2535,975,205,102,35.18675314,,
2942,232,3377,948,92,41,43.93900502,,
2942,243,1263,1543,230,106,60.9289759,,
2942,220,2435,1349,75,68,3.380008915,,
2942,240,1439,1017,208,92,35.18814995,,
2943,234,2922,1122,198,97,52.86443521,,
2943,235,3220,890,90,40,47.80188769,,
2943,12,3473,1876,174,97,0.903987603,,
2943,244,2713,548,45,34,5.095719636,,
2943,6,2445,439,85,53,-0.086438046,,
2943,205,1095,152,27,24,-0.094089051,,
2943,103,2704,780,61,86,1.881738686,,
2943,246,2081,1593,261,116,58.5201951,,
2943,242,2108,1781,99,38,33.42585903,,
2943,241,1239,1715,100,42,50.35597764,,
2943,188,3609,606,114,42,1.637463877,,
2943,4,2352,377,77,45,1.173118614,,
2943,8,2500,625,73,64,0.415015751,,
2943,10,2665,642,91,54,-0.158576557,,
2943,7,2800,625,79,57,6.804172125,,
2943,9,2406,501,70,61,1.248230563,,
2943,5,2462,387,86,48,0.850461133,,
2943,183,1127,129,31,40,0.367844018,,
2943,194,3083,1514,43,33,8.711730472,,
2943,256,3760,1681,114,49,35.64813082,,
2943,238,2144,1117,232,100,57.97836883,,
2943,230,2548,974,206,103,35.64040271,,
2943,232,3390,948,92,42,43.0429462,,
2943,243,1243,1543,229,105,60.50468595,,
2943,220,2437,1350,76,69,3.779356418,,
2943,240,1452,1017,209,93,35.72177333,,
2944,234,2941,1123,198,98,53.43340276,,
2944,235,3236,889,91,40,47.60385202,,
2944,12,3473,1875,174,97,1.183363815,,
2944,244,2714,547,45,32,4.924486826,,
2944,6,2445,439,85,53,-0.109553205,,
2944,205,1095,152,27,24,-0.113332142,,
2944,103,2705,780,62,85,1.923945908,,
2944,246,2062,1592,261,115,58.10039156,,
2944,242,2097,1781,99,38,33.18227195,,
2944,241,1222,1715,100,42,50.20085083,,
2944,188,3609,606,113,42,1.378853391,,
2944,4,2351,377,75,45,1.421565711,,
2944,8,2499,625,73,63,0.858068882,,
2944,10,2665,642,91,54,-0.146388117,,
2944,7,2801,625,80,57,6.236892084,,
2944,9,2406,500,70,61,1.519911918,,
2944,5,2462,387,86,48,0.748536359,,
2944,183,1127,129,31,40,0.315924497,,
2944,194,3083,1514,43,34,7.340194121,,
2944,256,3747,1682,114,51,39.67449357,,
2944,238,2164,1117,231,100,58.26489951,,
2944,230,2559,974,205,103,35.07749565,,
2944,232,3399,947,105,43,40.32845935,,
2944,243,1222,1542,229,105,60.60740492,,
2944,220,2438,1351,76,70,3.759654287,,
2944,240,1464,1017,210,93,35.72023702,,
2945,234,2959,1123,199,97,53.44646302,,
2945,235,3252,888,92,41,47.42498147,,
2945,12,3473,1875,174,96,0.96328483,,
2945,244,2716,547,44,31,5.050136653,,
2945,6,2445,439,85,54,-0.127252331,,
2945,205,1096,152,28,24,0.351260595,,
2945,103,2705,781,61,85,1.973785914,,
2945,246,2042,1592,261,117,58.17649943,,
2945,242,2085,1781,99,38,33.44090775,,
2945,241,1203,1715,99,41,51.01914774,,
2945,188,3609,606,113,42,1.142448517,,
2945,4,2351,377,76,46,1.17213304,,
2945,8,2500,625,73,63,1.258545423,,
2945,10,2665,642,91,53,-0.134046441,,
2945,7,2801,625,81,57,5.234905553,,
2945,9,2406,501,69,61,1.767443931,,
2945,5,2462,387,86,47,0.652340419,,
2945,183,1127,129,31,40,0.267886731,,
2945,194,3085,1517,42,33,7.813082173,,
2945,256,3736,1683,113,49,38.47368113,,
2945,238,2184,1117,231,99,58.50415733,,
2945,230,2572,973,206,103,35.53878675,,
2945,232,3413,948,107,43,40.24028328,,
2945,243,1202,1541,229,103,60.22407359,,
2945,220,2439,1352,76,70,3.748491862,,
2945,240,1477,1016,208,94,36.2050377,,
2946,234,2978,1123,199,97,53.92138116,,
2946,235,3267,887,92,42,46.78675465,,
2946,12,3473,1875,176,96,0.765200044,,
2946,244,2718,546,43,30,5.279627539,,
2946,6,2445,439,85,54,-0.140165226,,
2946,205,1096,152,28,24,0.298203596,,
2946,103,2705,781,61,86,1.550268023,,
2946,246,2021,1592,261,116,58.72024251,,
2946,242,2074,1781,98,38,33.20029271,,
2946,241,1187,1716,99,42,50.34453903,,
2946,188,3609,606,113,41,0.928081929,,
2946,4,2351,377,76,46,0.946443564,,
2946,8,2500,625,72,63,1.138543586,,
2946,10,2665,642,91,53,-0.121758634,,
2946,7,2801,625,81,57,4.320538599,,
2946,9,2407,501,70,62,1.991149572,,
2946,5,2462,387,86,47,0.562349048,,
2946,183,1127,130,32,39,0.702801261,,
2946,194,3087,1521,39,31,8.662930328,,
2946,256,3724,1684,111,49,38.9483365,,
2946,238,2204,1118,232,99,58.71235745,,
2946,230,2585,973,205,104,35.94176402,,
2946,232,3434,948,97,42,43.51198796,,
2946,243,1181,1541,229,103,60.34285821,,
2946,220,2440,1353,75,69,3.744629306,,
2946,240,1489,1016,208,93,36.13883755,,
2947,234,2996,1122,199,97,53.87342906,,
2947,235,3283,886,92,42,46.68729022,,
2947,12,3474,1875,175,96,1.067412956,,
2947,244,2719,546,42,30,4.897480492,,
2947,6,2445,439,85,54,-0.148888666,,
2947,205,1097,152,28,24,0.728477467,,
2947,103,2705,781,61,87,1.173548421,,
2947,246,2002,1592,260,116,58.25263188,,
2947,242,2061,1781,98,37,33.94014705,,
2947,241,1169,1716,99,42,50.67012046,,
2947,188,3609,606,113,41,0.735288992,,
2947,4,2351,377,77,46,0.743919164,,
2947,8,2500,625,72,63,1.021494996,,
2947,10,2665,642,92,53,-0.10969695,,
2947,7,2801,625,81,57,3.492859092,,
2947,9,2406,501,70,62,2.191649879,,
2947,5,2462,387,86,47,0.478868296,,
2947,183,1127,130,32,40,0.619765252,,
2947,194,3088,1523,37,31,8.36625125,,
2947,256,3711,1685,114,49,40.32495138,,
2947,238,2225,1118,232,98,59.34767701,,
2947,230,2597,972,206,105,35.84774783,,
2947,232,3450,949,96,41,44.12583147,,
2947,243,1160,1541,230,105,60.45425976,,
2947,220,2441,1353,75,69,3.548514425,,
2947,240,1502,1016,207,94,36.54504267,,
2948,234,3014,1123,199,98,53.81326602,,
2948,235,3298,884,94,42,46.17392049,,
2948,12,3474,1875,174,96,0.868124171,,
2948,244,2723,547,39,31,6.044894608,,
2948,6,2446,439,85,54,0.325017829,,
2948,205,1097,152,28,24,0.641185513,,
2948,103,2705,781,61,88,0.841483614,,
2948,246,1982,1592,261,117,58.29801824,,
2948,242,2050,1782,98,38,33.67991358,,
2948,241,1152,1715,99,43,50.50316068,,
2948,188,3609,606,113,41,0.563363503,,
2948,4,2352,377,78,47,1.042736223,,
2948,8,2500,625,73,63,0.908639187,,
2948,10,2665,642,91,53,-0.098001981,,
2948,7,2801,625,81,56,2.749810497,,
2948,9,2406,501,70,62,1.890804923,,
2948,5,2462,387,86,47,0.40205792,,
2948,183,1127,130,32,40,0.54124978,,
2948,194,3089,1524,37,31,7.697377831,,
2948,256,3700,1686,111,48,38.92895272,,
2948,238,2245,1119,232,97,59.43830364,,
2948,230,2610,973,206,104,36.23525952,,
2948,232,3466,949,95,41,44.66163468,,
2948,243,1139,1540,230,107,60.56924875,,
2948,220,2442,1354,75,69,3.573688516,,
2948,240,1514,1015,209,93,36.44483169,,
2949,234,3033,1123,199,98,54.20949242,,
2949,235,3315,882,92,42,46.66465205,,
2949,12,3474,1875,173,96,0.688813205,,
2949,244,2727,547,37,31,7.032560635,,
2949,6,2446,439,86,54,0.280129727,,
2949,205,1097,152,28,24,0.558798274,,
2949,103,2704,782,61,89,1.22903395,,
2949,246,1962,1592,261,118,58.3353,,
2949,242,2038,1782,99,37,33.89752511,,
2949,241,1134,1715,99,43,50.8152994,,
2949,188,3609,605,113,40,0.890408691,,
2949,4,2353,377,80,47,1.319974614,,
2949,8,2500,625,73,63,0.800950051,,
2949,10,2665,642,91,53,-0.086785794,,
2949,7,2801,625,81,55,2.088427085,,
2949,9,2407,501,71,62,2.090566208,,
2949,5,2462,387,86,47,0.331953092,,
2949,183,1127,129,32,40,0.946669552,,
2949,194,3087,1523,39,35,7.479431226,,
2949,256,3689,1686,110,48,37.83914053,,
2949,238,2266,1119,233,97,59.96468495,,
2949,230,2623,972,205,103,36.58472099,,
2949,232,3481,949,96,42,44.65894712,,
2949,243,1118,1540,230,107,60.66376532,,
2949,220,2442,1355,75,68,3.4043547,,
2949,240,1528,1015,207,93,37.27897174,,
2950,234,3052,1124,199,98,54.56984509,,
2950,235,3331,881,90,41,46.60154144,,
2950,12,3474,1875,173,96,0.528837577,,
2950,244,2730,547,35,31,7.446873712,,
2950,6,2446,439,86,54,0.238494642,,
2950,205,1097,152,28,25,0.481723481,,
2950,103,2705,782,61,90,1.39704148,,
2950,246,1942,1591,261,116,58.37722804,,
2950,242,2027,1782,99,38,33.61590213,,
2950,241,1118,1715,97,42,50.14189081,,
2950,188,3609,606,113,41,1.193478246,,
2950,4,2353,377,80,47,1.096095847,,
2950,8,2500,625,72,63,0.699165171,,
2950,10,2665,642,91,54,-0.076134971,,
2950,7,2801,625,81,55,1.505027171,,
2950,9,2408,501,73,62,2.269594515,,
2950,5,2462,387,86,47,0.268484363,,
2950,183,1127,129,32,40,0.835394813,,
2950,194,3086,1523,40,37,6.691004972,,
2950,256,3676,1687,107,46,38.90004585,,
2950,238,2287,1118,233,97,60.4336258,,
2950,230,2636,972,206,103,36.87884293,,
2950,232,3496,949,94,43,44.64243347,,
2950,243,1097,1539,229,106,60.76155815,,
2950,220,2444,1356,74,68,3.847699451,,
2950,240,1540,1015,208,94,37.06951032,,
2951,234,3071,1124,199,98,54.87084807,,
2951,235,3346,879,89,42,46.11981098,,
2951,12,3474,1875,172,96,0.387375479,,
2951,244,2733,547,33,30,7.812085388,,
2951,6,2446,439,85,54,0.200191277,,
2951,205,1097,153,28,25,0.889224379,,
2951,103,2705,782,60,90,1.080759074,,
2951,246,1922,1591,261,116,58.3995578,,
2951,242,2016,1782,100,39,33.35736487,,
2951,241,1100,1715,98,42,50.48507575,,
2951,188,3610,606,114,41,1.472047996,,
2951,4,2353,377,80,47,0.892878635,,
2951,8,2500,625,72,63,0.603813809,,
2951,10,2665,642,91,54,-0.066113521,,
2951,7,2801,625,80,54,0.995385114,,
2951,9,2408,501,73,62,1.949659812,,
2951,5,2462,387,85,47,0.211495895,,
2951,183,1127,129,32,39,0.7301063,,
2951,194,3083,1523,34,34,6.934549289,,
2951,256,3664,1688,110,48,38.76836172,,
2951,238,2308,1119,233,98,60.83728379,,
2951,230,2648,972,206,102,36.66013719,,
2951,232,3510,948,96,43,44.15269538,,
2951,243,1077,1539,229,105,60.35987114,,
2951,220,2444,1356,74,68,3.186342341,,
2951,240,1553,1014,207,93,37.36069223,,
2952,234,3090,1125,199,97,55.14188907,,
2952,235,3363,879,88,41,46.58161684,,
2952,12,3474,1875,173,96,0.263467373,,
2952,244,2736,548,32,30,8.208618665,,
2952,6,2446,439,85,54,0.165236288,,
2952,205,1097,153,27,24,0.780535217,,
2952,103,2704,782,60,90,1.279561006,,
2952,246,1901,1591,262,117,58.89507891,,
2952,242,2004,1782,98,39,33.60092833,,
2952,241,1082,1715,99,42,50.80047674,,
2952,188,3611,606,115,41,1.726041075,,
2952,4,2353,377,81,47,0.709920415,,
2952,8,2500,625,72,63,0.515243367,,
2952,10,2665,642,91,54,-0.056765651,,
2952,7,2801,625,81,54,0.554883058,,
2952,9,2408,501,73,62,1.653602343,,
