Frm,Track,xc,yc,w,h,Velocity(kmph),,
918,78,95,764,190,100,2.632582768,,
918,6,2444,440,87,51,0.323961439,,
918,58,2643,930,197,98,30.49189436,,
918,4,2356,380,85,50,0.992780962,,
918,8,2499,628,75,61,0.132204934,,
918,10,2661,647,90,55,1.739436949,,
918,74,239,942,237,99,22.91321678,,
918,71,1735,1593,103,37,23.56068954,,
918,15,3604,620,115,43,0.375747416,,
918,66,1072,1102,247,103,32.25258138,,
918,7,2797,632,81,59,0.562104973,,
918,9,2407,500,73,61,1.458143451,,
918,52,2393,1324,49,83,-0.022132841,,
918,5,2461,388,86,49,1.00297766,,
918,73,705,1823,99,46,42.90861328,,
918,75,3077,1560,104,41,45.84112068,,
918,64,1938,1504,87,50,20.97363374,,
918,67,2204,1693,261,86,31.85252006,,
919,79,108,1146,215,107,11.90204212,,
919,12,3453,1883,179,95,0.276126264,,
919,65,2002,972,100,40,45.77619661,,
919,69,1564,948,91,37,43.87345542,,
919,78,97,764,193,102,3.168512268,,
919,6,2444,440,87,52,0.236902569,,
919,58,2655,929,196,98,31.22799552,,
919,4,2356,380,85,50,0.804222466,,
919,8,2499,628,75,61,0.049589782,,
919,10,2661,647,89,55,1.528031365,,
919,74,246,943,238,98,22.91909332,,
919,71,1727,1593,102,37,23.63289169,,
919,15,3604,621,115,43,0.722618426,,
919,66,1082,1102,247,103,31.86331085,,
919,7,2797,632,81,58,0.447966859,,
919,9,2407,500,73,61,1.25524031,,
919,52,2392,1324,49,83,0.420902848,,
919,5,2461,388,86,49,0.865569142,,
919,73,691,1819,99,47,42.86876227,,
919,75,3061,1560,99,40,45.89266722,,
919,64,1931,1500,87,51,21.52600023,,
919,67,2194,1694,259,86,31.4261308,,
920,79,111,1146,223,107,11.37270307,,
920,12,3453,1883,178,94,0.142027711,,
920,65,2017,973,100,39,45.53988582,,
920,69,1582,948,93,36,45.36867989,,
920,78,97,764,195,103,2.694924545,,
920,6,2444,440,87,52,0.160668872,,
920,58,2665,929,197,97,30.92180366,,
920,4,2356,380,85,50,0.634819039,,
920,8,2499,628,75,61,-0.020170138,,
920,10,2661,647,89,55,1.328869743,,
920,74,254,943,238,98,23.33498604,,
920,71,1718,1593,102,38,24.16734192,,
920,15,3604,621,115,44,0.565725652,,
920,66,1093,1102,247,103,31.9767302,,
920,7,2797,632,80,59,0.345996217,,
920,9,2408,501,75,62,1.744613124,,
920,52,2392,1324,49,83,0.34880741,,
920,5,2461,388,86,49,0.737999831,,
920,73,677,1816,99,46,42.7125766,,
920,75,3046,1562,100,40,45.53052261,,
920,64,1924,1497,86,53,21.80250984,,
920,67,2184,1694,259,86,31.0142292,,
921,79,115,1146,229,105,11.4324406,,
921,12,3453,1883,178,94,0.027888428,,
921,65,2034,973,97,39,46.25866641,,
921,69,1597,948,92,36,45.28507514,,
921,78,98,764,196,104,2.739595077,,
921,6,2444,440,87,52,0.094603757,,
921,58,2676,929,196,97,31.11851635,,
921,4,2356,380,85,50,0.483917474,,
921,8,2499,628,75,61,-0.07816068,,
921,10,2660,647,89,55,1.62187489,,
921,74,261,943,238,98,23.20263166,,
921,71,1710,1594,103,38,24.1948953,,
921,15,3604,621,115,44,0.426295729,,
921,66,1104,1101,247,103,32.09415814,,
921,7,2797,632,81,59,0.255695054,,
921,9,2407,500,74,62,2.188507777,,
921,52,2392,1324,49,82,0.28342701,,
921,5,2461,389,86,49,1.099532787,,
921,73,663,1813,95,46,42.5672164,,
921,75,3032,1563,99,39,44.68068595,,
921,64,1917,1493,87,55,22.25301693,,
921,67,2171,1694,260,86,32.07925566,,
922,79,119,1146,238,105,11.48426183,,
922,12,3453,1883,179,95,-0.067891589,,
922,65,2049,973,97,39,45.9492568,,
922,69,1613,948,90,36,45.67072347,,
922,78,99,763,198,102,2.978077741,,
922,6,2444,440,87,52,0.038008736,,
922,58,2687,929,197,97,31.29646133,,
922,4,2356,379,85,49,0.829700148,,
922,8,2499,628,75,61,-0.125462598,,
922,10,2661,647,89,55,1.885721128,,
922,74,269,942,239,98,23.55969798,,
922,71,1702,1594,102,38,24.17760551,,
922,15,3604,621,115,44,0.303511955,,
922,66,1116,1101,247,103,32.650697,,
922,7,2797,632,80,58,0.176475277,,
922,9,2406,499,72,60,2.587860565,,
922,52,2392,1324,49,82,0.224621007,,
922,5,2461,388,86,49,1.428336251,,
922,73,649,1809,97,45,42.54916403,,
922,75,3015,1563,100,39,45.33547366,,
922,64,1912,1490,85,53,21.57877151,,
922,67,2162,1694,258,86,31.13841772,,
923,79,123,1146,243,106,11.52912285,,
923,12,3452,1882,179,94,0.530489693,,
923,65,2064,972,97,38,45.67339277,,
923,69,1627,947,90,36,45.06578559,,
923,78,99,762,198,103,2.995507114,,
923,6,2444,440,87,52,-0.009839395,,
923,58,2697,929,197,97,30.97710136,,
923,4,2356,379,84,49,0.670319722,,
923,8,2499,628,75,62,-0.163136456,,
923,10,2661,647,89,55,1.642313934,,
923,74,276,941,239,98,23.38182009,,
923,71,1693,1594,100,38,24.62925213,,
923,15,3605,620,116,44,0.873856101,,
923,66,1127,1101,247,103,32.67064161,,
923,7,2797,632,80,59,0.107682174,,
923,9,2406,499,72,60,2.266700801,,
923,52,2392,1324,49,82,0.172174984,,
923,5,2461,388,86,49,1.24594547,,
923,73,633,1806,98,45,43.35531145,,
923,75,2998,1564,101,40,45.95825926,,
923,64,1908,1487,80,53,20.54965627,,
923,67,2151,1694,260,87,31.2377295,,
924,79,129,1146,245,106,12.57145659,,
924,12,3452,1882,179,94,0.405951904,,
924,65,2080,972,94,37,45.87815602,,
924,69,1640,947,87,36,44.0025797,,
924,78,100,763,199,100,3.207411087,,
924,6,2444,440,87,52,-0.04967383,,
924,58,2709,929,196,97,31.64099726,,
924,4,2356,379,83,49,0.527269615,,
924,8,2499,628,74,62,-0.192210317,,
924,10,2661,647,89,54,1.414728969,,
924,74,284,941,239,98,23.63733748,,
924,71,1685,1595,102,38,24.58081094,,
924,15,3605,620,116,44,0.720830977,,
924,66,1138,1100,247,104,32.69973915,,
924,7,2797,632,80,58,0.048615019,,
924,9,2406,500,72,60,2.44394768,,
924,52,2392,1324,49,83,0.125816047,,
924,5,2461,388,86,49,1.075184847,,
924,73,619,1802,99,45,43.2654475,,
924,75,2984,1565,103,40,45.09752328,,
924,64,1903,1484,81,57,19.99957783,,
924,67,2141,1694,257,87,30.85353329,,
925,79,135,1145,244,107,13.54120849,,
925,12,3452,1882,180,94,0.295911088,,
925,65,2097,971,95,38,46.55301569,,
925,69,1656,946,86,37,44.4757198,,
925,78,99,763,198,100,3.199335442,,
925,6,2444,440,86,52,-0.082225302,,
925,58,2719,928,197,96,31.31041567,,
925,4,2356,379,82,50,0.39997273,,
925,8,2499,628,74,62,-0.213669936,,
925,10,2661,647,89,55,1.203718664,,
925,74,291,941,239,99,23.36663102,,
925,71,1677,1595,101,38,24.49433589,,
925,15,3605,620,117,45,0.582346545,,
925,66,1149,1099,246,104,32.71627498,,
925,7,2798,631,82,59,0.675954489,,
925,9,2406,500,72,61,2.119954689,,
925,52,2393,1324,49,83,0.564227324,,
925,5,2461,388,86,49,0.916658659,,
925,73,605,1798,99,44,43.17775535,,
925,75,2969,1565,100,39,44.77840595,,
925,64,1898,1480,80,56,19.7695839,,
925,67,2130,1694,260,87,30.98607576,,
926,79,143,1145,243,107,15.34679554,,
926,12,3453,1882,179,94,0.678605976,,
926,65,2111,971,99,38,45.71075417,,
926,69,1672,946,88,36,44.88880134,,
926,78,100,762,199,99,3.386908807,,
926,6,2444,440,86,52,-0.108211721,,
926,58,2730,927,196,96,31.48100044,,
926,4,2356,379,82,50,0.287714682,,
926,8,2499,628,74,62,-0.228451184,,
926,10,2662,647,89,54,1.488668276,,
926,74,299,940,239,99,23.60562093,,
926,71,1669,1595,100,38,24.40450502,,
926,15,3605,621,117,45,0.93705358,,
926,66,1161,1099,245,104,33.17934404,,
926,7,2798,631,82,60,0.573468656,,
926,9,2406,499,71,60,2.296997182,,
926,52,2393,1324,49,83,0.486155481,,
926,5,2461,388,86,49,0.770691482,,
926,73,590,1795,98,43,43.44612976,,
926,75,2952,1566,101,40,45.4682676,,
926,64,1893,1477,77,55,19.28684811,,
926,67,2119,1694,258,87,31.11235545,,
927,79,150,1145,242,107,16.46792432,,
927,12,3452,1882,179,95,1.031295377,,
927,65,2127,970,98,38,45.90725735,,
927,69,1688,946,85,35,45.25922643,,
927,78,98,763,196,100,3.948368955,,
927,6,2444,440,86,52,-0.128329698,,
927,58,2742,928,197,97,32.1109157,,
927,4,2355,379,83,49,0.668677772,,
927,8,2499,628,74,62,-0.237434463,,
927,10,2662,647,88,54,1.26874621,,
927,74,307,940,238,99,23.77365554,,
927,71,1660,1595,101,38,24.79219569,,
927,15,3606,621,117,45,1.262548459,,
927,66,1173,1100,246,103,33.61232296,,
927,7,2798,631,81,60,0.479384275,,
927,9,2406,499,71,60,1.974999342,,
927,52,2393,1324,49,83,0.413757108,,
927,5,2461,388,86,49,0.637369408,,
927,73,577,1792,98,44,42.7500647,,
927,75,2937,1567,100,40,45.14905875,,
927,64,1885,1472,79,56,20.57541036,,
927,67,2109,1695,258,87,30.77643061,,
928,79,157,1145,243,108,17.45582179,,
928,12,3453,1882,180,95,1.353715379,,
928,65,2143,969,97,38,46.08304972,,
928,69,1702,945,89,36,44.64763391,,
928,78,100,762,198,100,4.455288432,,
928,6,2444,439,85,52,0.33575308,,
928,58,2753,927,197,97,32.20371565,,
928,4,2355,378,84,50,1.020066505,,
928,8,2499,628,74,61,-0.24144085,,
928,10,2662,646,88,54,1.545291157,,
928,74,315,940,237,100,23.9070941,,
928,71,1652,1595,101,39,24.65809301,,
928,15,3606,620,119,45,1.55883763,,
928,66,1184,1099,247,104,33.51844346,,
928,7,2798,631,81,60,0.393706443,,
928,9,2405,499,70,60,2.155845401,,
928,52,2393,1324,49,83,0.347166287,,
928,5,2461,388,85,49,0.516577992,,
928,73,561,1789,96,44,43.51807938,,
928,75,2921,1567,100,41,45.32551079,,
928,64,1879,1469,78,57,20.44816505,,
928,67,2097,1695,258,87,31.40769423,,
929,79,165,1144,241,107,18.83502366,,
929,12,3453,1883,179,95,1.646091616,,
929,65,2158,969,96,37,45.7449911,,
929,69,1721,946,90,36,46.4716327,,
929,78,101,761,201,100,4.515214044,,
929,6,2444,439,85,52,0.282498553,,
929,58,2764,928,197,97,32.28078893,,
929,4,2355,378,85,50,0.862564376,,
929,8,2499,627,74,61,0.237771115,,
929,10,2662,646,89,54,1.317512008,,
929,74,323,939,238,100,24.03949316,,
929,71,1644,1596,100,40,24.55587486,,
929,15,3606,620,119,45,1.347356083,,
929,66,1195,1099,245,103,33.39843097,,
929,7,2798,631,82,60,0.316315513,,
929,9,2405,499,69,60,1.839106086,,
929,52,2393,1324,49,83,0.286409454,,
929,5,2461,388,85,48,0.40803692,,
929,73,548,1787,96,45,42.71991643,,
929,75,2905,1568,100,40,45.50672938,,
929,64,1873,1465,81,58,20.56933639,,
929,67,2085,1694,258,87,32.00732057,,
930,79,173,1144,240,108,20.02119742,,
930,12,3453,1883,179,95,1.430054572,,
930,65,2173,968,95,38,45.44820012,,
930,69,1737,946,87,36,46.67794198,,
930,78,101,761,202,100,3.881559872,,
930,6,2444,439,85,52,0.233837995,,
930,58,2775,928,195,98,32.32185784,,
930,4,2355,378,84,49,0.718250155,,
930,8,2499,627,75,62,0.198601937,,
930,10,2662,646,89,54,1.107772348,,
930,74,331,939,237,100,24.11208721,,
930,71,1635,1595,101,40,24.930365,,
930,15,3607,620,118,45,1.629794856,,
930,66,1206,1099,246,104,33.27813252,,
930,7,2798,631,82,60,0.246989374,,
930,9,2405,499,68,60,1.547347989,,
930,52,2393,1324,48,83,0.231422708,,
930,5,2461,388,85,49,0.311331414,,
930,73,532,1784,97,45,43.4853454,,
930,75,2889,1569,100,39,45.67564224,,
930,64,1869,1462,78,58,19.61786716,,
930,67,2075,1694,258,86,31.57561071,,
931,79,181,1144,239,107,21.05801302,,
931,12,3453,1883,179,96,1.228467233,,
931,65,2189,968,96,39,45.63879703,,
931,69,1754,945,91,36,47.34230524,,
931,78,101,760,202,100,3.774228919,,
931,6,2444,439,85,52,0.189733139,,
931,58,2786,927,198,97,32.37374654,,
931,4,2354,378,85,50,1.066083011,,
931,8,2499,627,75,62,0.162946944,,
931,10,2662,646,89,54,0.916196951,,
931,74,339,939,237,100,24.16080133,,
931,71,1627,1596,101,39,24.788866,,
931,15,3607,620,118,45,1.405694773,,
931,66,1218,1098,246,105,33.65829294,,
931,7,2798,631,81,60,0.185423571,,
931,9,2405,499,69,60,1.280763194,,
931,52,2392,1325,48,83,0.859477128,,
931,5,2461,388,86,49,0.22594046,,
931,73,517,1781,97,43,43.71255803,,
931,75,2873,1570,102,39,45.83178548,,
931,64,1863,1457,75,59,20.0944849,,
931,67,2065,1695,256,87,31.20269999,,
932,79,188,1144,239,107,21.47497478,,
932,12,3453,1883,179,96,1.041924559,,
932,65,2203,968,94,38,44.85426929,,
932,69,1770,945,92,36,47.43764174,,
932,78,102,761,203,101,3.870385674,,
932,6,2444,440,85,52,0.629085726,,
932,58,2797,927,196,97,32.39240239,,
932,4,2354,378,84,50,0.904931528,,
932,8,2499,627,75,62,0.130753748,,
932,10,2662,646,89,55,0.742622346,,
932,74,347,938,237,101,24.2186724,,
932,71,1619,1596,100,38,24.62157009,,
932,15,3607,620,119,46,1.197729414,,
932,66,1229,1098,246,107,33.49787547,,
932,7,2798,631,82,60,0.131249338,,
932,9,2405,500,70,61,1.518142024,,
932,52,2392,1325,48,83,0.754883702,,
932,5,2461,388,86,49,0.151261961,,
932,73,503,1778,97,43,43.44578063,,
932,75,2856,1570,101,39,46.43908418,,
932,64,1858,1454,74,60,19.58376423,,
932,67,2054,1695,258,86,31.31777637,,
933,79,196,1144,238,107,22.28779866,,
933,12,3454,1882,179,95,1.548111439,,
933,65,2217,967,93,40,44.15576522,,
933,69,1784,946,89,36,46.5640912,,
933,78,102,761,202,100,3.276580569,,
933,6,2444,440,85,52,0.550844436,,
933,58,2809,927,197,97,32.88179702,,
933,4,2355,378,85,50,1.235944501,,
933,8,2499,627,75,63,0.101927556,,
933,10,2662,646,89,55,0.586646628,,
933,74,355,938,236,100,24.2263617,,
933,71,1609,1596,100,39,25.42033656,,
933,15,3607,620,118,45,1.006310641,,
933,66,1240,1098,244,106,33.34235097,,
933,7,2798,631,81,60,0.084049607,,
933,9,2405,499,69,60,1.737038682,,
933,52,2392,1325,48,83,0.656364418,,
933,5,2461,388,85,49,0.086634941,,
933,73,489,1775,98,43,43.197202,,
933,75,2842,1571,100,39,45.57173208,,
933,64,1852,1450,77,63,19.7798067,,
933,67,2043,1695,257,87,31.4245733,,
934,79,204,1144,238,107,22.98146034,,
934,12,3454,1882,178,95,1.331541821,,
934,65,2233,967,95,39,44.46479573,,
934,69,1801,945,94,37,47.18444206,,
934,78,102,761,202,100,2.732169149,,
934,6,2444,439,85,52,0.956351884,,
934,58,2821,927,194,96,33.32123398,,
934,4,2354,378,84,50,1.537236429,,
934,8,2499,627,75,63,0.076339532,,
934,10,2662,646,89,55,0.447674593,,
934,74,363,938,236,100,24.21916276,,
934,71,1601,1596,100,40,25.18437979,,
934,15,3607,620,118,46,0.831538702,,
934,66,1251,1097,244,106,33.21493503,,
934,7,2798,631,81,60,0.043373097,,
934,9,2404,500,67,60,2.135674883,,
934,52,2392,1325,48,83,0.56437247,,
934,5,2461,388,85,48,0.031358971,,
934,73,475,1773,97,44,42.88333919,,
934,75,2827,1572,100,39,45.25584472,,
934,64,1848,1448,77,62,18.64968563,,
934,67,2031,1695,259,87,32.0018791,,
935,79,211,1144,238,107,23.08587857,,
935,12,3454,1882,178,96,1.130961485,,
935,65,2249,966,96,38,44.76948476,,
935,69,1816,945,95,37,46.76632994,,
935,78,101,760,201,100,2.914797234,,
935,6,2444,439,85,53,0.845007694,,
935,58,2832,927,196,97,33.23345107,,
935,4,2354,378,82,50,1.330253315,,
935,8,2499,627,75,63,0.053834304,,
935,10,2663,646,89,55,0.803959164,,
935,74,371,937,236,101,24.22945404,,
935,71,1592,1596,101,39,25.43848013,,
935,15,3607,620,117,45,0.673252002,,
935,66,1263,1097,244,104,33.55037551,,
935,7,2798,631,82,60,0.008746597,,
935,9,2403,500,66,60,2.299582073,,
935,52,2392,1325,48,83,0.479190313,,
935,5,2461,388,85,48,-0.015289015,,
935,73,461,1769,96,43,42.79642861,,
935,75,2810,1572,100,39,45.91241228,,
935,64,1844,1444,76,60,18.19000844,,
935,67,2022,1695,256,87,31.09073681,,
936,79,220,1143,237,106,24.11913578,,
936,12,3454,1883,178,96,1.425698228,,
936,65,2266,966,96,38,45.51648819,,
936,69,1832,945,90,37,46.85064852,,
936,78,102,759,203,101,3.085131369,,
936,6,2444,439,84,53,0.739519464,,
936,58,2842,926,197,96,32.68740329,,
936,4,2354,378,81,49,1.137701966,,
936,8,2499,627,75,63,0.034236611,,
936,10,2663,646,89,55,0.653732987,,
936,74,379,937,236,100,24.19723168,,
936,71,1583,1597,99,39,25.68876148,,
936,15,3606,620,117,44,1.010073401,,
936,66,1274,1096,245,106,33.39404906,,
936,7,2798,631,81,60,-0.020314459,,
936,9,2403,500,65,59,1.966570945,,
936,52,2392,1325,48,83,0.400953585,,
936,5,2461,388,85,48,-0.054040347,,
936,73,446,1767,97,43,42.9923552,,
936,75,2795,1572,101,39,45.55604204,,
936,64,1839,1441,74,58,17.86406838,,
936,67,2011,1695,256,87,31.21556355,,
937,79,227,1143,237,107,24.03011208,,
937,12,3454,1882,179,95,1.693882777,,
937,65,2280,966,95,36,44.76259838,,
937,69,1848,944,90,37,46.93241427,,
937,78,102,760,204,100,3.044197613,,
937,6,2444,439,84,53,0.640478985,,
937,58,2853,926,197,95,32.6359319,,
937,4,2354,378,81,49,0.960047107,,
937,8,2499,627,75,63,0.017357159,,
937,10,2663,646,89,55,0.51857618,,
937,74,387,937,236,99,24.1571132,,
937,71,1575,1597,97,39,25.40248057,,
937,15,3606,620,117,44,0.840546841,,
937,66,1286,1095,244,105,33.72261725,,
937,7,2798,631,82,60,-0.044296978,,
937,9,2403,500,65,60,1.659338227,,
937,52,2392,1325,48,83,0.329673246,,
937,5,2461,388,85,48,-0.085622476,,
937,73,432,1765,98,43,42.69755256,,
937,75,2778,1572,102,40,46.18884552,,
937,64,1833,1437,73,61,18.23985097,,
937,67,1999,1695,256,88,31.81101477,,
938,79,235,1143,238,108,24.3814744,,
938,12,3453,1882,178,95,1.935928854,,
938,65,2295,966,95,38,44.55296041,,
938,69,1864,944,92,37,46.98227375,,
938,78,103,760,205,101,3.008060297,,
938,6,2444,439,84,53,0.548285689,,
938,58,2865,926,197,95,33.06314236,,
938,4,2354,378,81,49,0.79745748,,
938,8,2499,626,74,63,0.481998582,,
938,10,2663,645,89,55,0.87700353,,
938,74,395,937,237,99,24.11098799,,
938,71,1565,1598,98,40,26.11420938,,
938,15,3606,620,116,44,0.686510139,,
938,66,1298,1095,244,106,33.99714472,,
938,7,2798,630,81,60,0.415318215,,
938,9,2403,500,65,60,1.378172985,,
938,52,2392,1325,48,83,0.265255923,,
938,5,2461,388,85,48,-0.110748889,,
938,73,416,1762,97,44,43.45251801,,
938,75,2763,1573,101,39,45.82452819,,
938,64,1827,1432,76,60,18.88156859,,
938,67,1990,1696,256,88,30.94437659,,
939,79,244,1143,236,108,25.13843996,,
939,12,3454,1882,178,94,2.152567401,,
939,65,2311,966,97,38,44.84409256,,
939,69,1880,944,88,38,47.01835299,,
939,78,103,760,204,100,2.49732348,,
939,6,2444,439,84,53,0.463172402,,
939,58,2877,926,198,94,33.44794852,,
939,4,2354,378,80,49,0.649852026,,
939,8,2499,626,74,63,0.427055295,,
939,10,2663,645,89,55,0.727491138,,
939,74,403,937,236,100,24.06052326,,
939,71,1557,1599,96,40,25.80337394,,
939,15,3606,620,116,44,0.547686343,,
939,66,1310,1095,242,105,34.24061036,,
939,7,2798,630,81,60,0.357158079,,
939,9,2403,500,65,60,1.122932536,,
939,52,2392,1325,49,83,0.207522443,,
939,5,2461,388,85,48,-0.130110893,,
939,73,402,1760,97,42,43.11826823,,
939,75,2748,1573,102,40,45.47416074,,
939,64,1824,1429,76,58,17.76587188,,
939,67,1978,1695,255,87,31.58331883,,
940,79,251,1143,236,107,24.82803249,,
940,12,3454,1882,178,95,1.865782778,,
940,65,2325,966,97,39,44.15528021,,
940,69,1897,944,93,38,47.52138726,,
940,78,101,761,201,100,3.105139778,,
940,6,2444,440,84,52,0.864230172,,
940,58,2888,925,198,95,33.33437921,,
940,4,2353,377,78,49,1.19435168,,
940,8,2499,626,74,63,0.374853051,,
940,10,2663,645,89,55,0.5918436,,
940,74,410,937,235,100,23.52816507,,
940,71,1548,1599,100,41,25.95863713,,
940,15,3606,619,117,44,0.902620685,,
940,66,1321,1094,243,105,33.99726094,,
940,7,2798,630,81,60,0.303298225,,
940,9,2402,500,64,60,1.372116414,,
940,52,2392,1325,49,83,0.156224585,,
940,5,2461,388,85,48,-0.144371072,,
940,73,387,1757,97,43,43.3638071,,
940,75,2731,1574,102,40,46.12723004,,
940,64,1819,1425,77,59,17.78881353,,
940,67,1968,1696,254,88,31.21459923,,
941,79,258,1143,237,108,24.50319003,,
941,12,3454,1882,178,95,1.598660104,,
941,65,2340,966,96,40,44.00896901,,
941,69,1912,944,93,37,47.01309959,,
941,78,101,760,201,101,3.070997164,,
941,6,2444,440,84,53,0.750525854,,
941,58,2900,925,198,94,33.67962872,,
941,4,2352,377,78,49,1.494009247,,
941,8,2499,626,75,63,0.325710499,,
941,10,2663,645,89,55,0.469780157,,
941,74,419,937,236,100,23.99510753,,
941,71,1539,1599,98,40,26.09213901,,
941,15,3606,619,116,44,0.749812138,,
941,66,1333,1095,243,106,34.24422633,,
941,7,2797,630,81,60,0.732826181,,
941,9,2402,500,64,60,1.1240282,,
941,52,2392,1325,49,83,0.111060092,,
941,5,2461,388,85,48,-0.154158243,,
941,73,372,1754,97,42,43.58654112,,
941,75,2715,1574,101,40,46.23102607,,
941,64,1812,1421,77,60,18.61541012,,
941,67,1956,1696,252,87,31.81200298,,
942,79,265,1143,237,108,24.17107813,,
942,12,3454,1882,178,95,1.351903113,,
942,65,2354,966,95,38,43.40303003,,
942,69,1928,944,90,37,47.01843491,,
942,6,2443,440,83,52,1.123459068,,
942,58,2911,925,199,94,33.50786515,,
942,4,2351,377,75,48,1.765298539,,
942,8,2499,627,74,62,0.758849653,,
942,10,2663,645,89,55,0.360866004,,
942,74,427,937,236,101,23.93896473,,
942,71,1529,1599,98,41,26.68449146,,
942,15,3606,619,116,44,0.611081509,,
942,66,1345,1094,244,106,34.46280644,,
942,7,2797,630,81,60,0.644846882,,
942,9,2403,500,65,61,1.379171972,,
942,52,2392,1325,49,83,0.071686011,,
942,5,2461,388,85,48,-0.160063741,,
942,73,358,1753,99,43,43.18273013,,
942,75,2699,1575,104,40,46.33819855,,
942,64,1807,1417,78,61,18.58309221,,
942,67,1945,1697,250,87,31.90018183,,
943,79,273,1143,237,107,24.31713514,,
943,12,3454,1882,178,95,1.125799641,,
943,65,2370,966,95,39,43.81605199,,
943,69,1945,944,93,38,47.4957799,,
943,6,2443,440,84,52,0.98243449,,
943,58,2923,925,198,94,33.82171403,,
943,4,2349,377,74,48,2.487887036,,
943,8,2499,626,74,62,1.152504988,,
943,10,2663,645,89,55,0.26454403,,
943,74,434,936,235,100,23.43770144,,
943,71,1520,1600,98,41,26.76296411,,
943,15,3606,619,116,43,0.486158442,,
943,66,1357,1094,243,106,34.63452371,,
943,7,2798,630,81,60,1.04083223,,
943,9,2403,501,65,62,1.614960412,,
943,52,2392,1325,49,83,0.037730446,,
943,5,2461,388,85,48,-0.16263887,,
943,73,343,1750,98,42,43.41562406,,
943,75,2684,1575,102,40,45.93903988,,
943,64,1803,1414,81,62,17.88498562,,
943,67,1932,1696,254,87,32.93253748,,
944,79,281,1143,237,108,24.42417305,,
944,12,3454,1882,178,94,0.920285769,,
944,65,2385,966,93,39,43.72323786,,
944,69,1962,944,93,38,47.92440675,,
944,6,2443,440,84,52,0.850121286,,
944,58,2935,925,198,95,34.10062034,,
944,4,2348,377,73,48,2.661837212,,
944,8,2499,627,74,62,1.507367508,,
944,10,2663,645,89,55,0.180163144,,
944,74,443,936,236,100,23.90095527,,
944,71,1511,1600,100,41,26.79629684,,
944,15,3606,619,116,43,0.37461353,,
944,66,1369,1094,245,106,34.78269196,,
944,7,2798,630,82,60,0.920286689,,
944,9,2402,501,64,62,1.8311012,,
944,52,2392,1325,49,83,0.008802792,,
944,5,2461,388,85,48,-0.162393357,,
944,73,328,1747,100,42,43.62702888,,
944,75,2668,1575,101,39,46.05139245,,
944,64,1798,1411,83,67,17.65075614,,
944,67,1923,1696,251,86,31.93507763,,
945,79,288,1142,237,107,24.05178301,,
945,12,3454,1882,178,95,0.735004619,,
945,65,2401,966,99,39,44.12421147,,
945,69,1978,945,90,37,47.84196292,,
945,6,2444,440,84,52,1.206037911,,
945,58,2946,925,198,94,33.8672187,,
945,4,2351,377,78,49,3.768880746,,
945,8,2499,627,75,62,1.345585492,,
945,10,2663,645,89,56,0.107003324,,
945,74,450,936,235,100,23.36412063,,
945,71,1502,1601,100,40,26.84210297,,
945,15,3606,619,117,43,0.275890801,,
945,66,1381,1094,244,105,34.90899997,,
945,7,2798,630,82,60,0.806000731,,
945,9,2403,501,66,62,2.02763968,,
945,52,2392,1325,49,83,-0.015497427,,
945,5,2461,388,85,48,-0.159794677,,
945,73,314,1744,100,44,43.34830641,,
945,75,2653,1576,102,40,45.69035432,,
945,64,1794,1409,83,69,16.79434409,,
945,67,1912,1697,251,87,31.99706491,,
946,79,296,1142,237,108,24.13493712,,
946,12,3454,1882,178,95,0.569359788,,
946,65,2417,966,99,39,44.49578921,,
946,69,1992,945,89,36,46.78320954,,
946,6,2444,440,85,52,1.049577996,,
946,58,2958,925,199,94,34.1242694,,
946,4,2352,378,80,49,4.007520117,,
946,8,2499,627,74,62,1.190575893,,
946,10,2662,646,90,56,0.721707087,,
946,74,458,936,236,100,23.35072252,,
946,71,1492,1601,98,42,27.32597568,,
946,15,3607,619,117,43,0.668337588,,
946,66,1392,1093,245,106,34.55790811,,
946,7,2798,631,82,60,1.177630304,,
946,9,2404,501,68,63,2.204902658,,
946,52,2392,1325,49,83,-0.035573032,,
946,5,2461,388,86,48,-0.155268114,,
946,73,299,1742,99,43,43.48153325,,
946,75,2638,1576,101,40,45.34470008,,
946,64,1790,1408,82,69,15.85604346,,
946,67,1902,1697,250,87,31.55070972,,
947,79,303,1142,237,108,23.71283859,,
947,12,3454,1882,178,95,0.422563529,,
947,65,2433,965,96,39,44.8522827,,
947,69,2007,945,87,36,46.28906101,,
947,6,2443,439,85,52,1.58078769,,
947,58,2969,925,198,94,33.87225776,,
947,4,2353,378,79,49,4.010152694,,
947,8,2499,627,74,62,1.043509689,,
947,10,2662,646,90,56,0.607989147,,
947,74,466,935,236,100,23.36862852,,
947,71,1483,1603,98,42,27.38298575,,
947,15,3607,620,117,43,1.029326526,,
947,66,1405,1093,243,106,35.16566298,,
947,7,2798,631,82,60,1.034718031,,
947,9,2404,501,67,62,1.884446441,,
947,52,2392,1325,49,83,-0.051822867,,
947,5,2461,388,86,49,-0.149197427,,
947,73,284,1740,99,44,43.60163575,,
947,75,2622,1576,101,40,45.51051568,,
947,64,1786,1404,81,64,15.75001913,,
947,67,1888,1696,253,86,33.07512753,,
948,79,311,1142,237,108,23.79044674,,
948,12,3454,1882,179,95,0.293679829,,
948,65,2448,966,98,37,44.6992982,,
948,69,2022,946,86,37,45.85383012,,
948,6,2443,439,85,52,1.38464424,,
948,58,2981,925,198,95,34.11368461,,
